age,gender,work_hours_per_week,meetings_per_day,work_life_balance_score,job_satisfaction_score,social_support_score,deadline_pressure_score,autonomy_score,stress_score,burnout_score,burnout_level
22,Female,38,0.7,7.5,3.2,4.1,2.7,2.9,1.1,0.4,Low
30,Female,45,3.6,3.5,8.0,3.5,6.9,5.8,9.3,8.3,Severe
26,Male,40,4.9,2.3,3.7,4.5,6.8,8.8,9.3,7.2,Severe
22,Male,53,5.5,8.1,5.7,6.4,4.2,6.0,6.6,8.7,Severe
28,Male,47,3.5,1.4,5.2,3.4,6.4,6.3,7.4,4.9,Moderate
26,Female,51,3.3,4.3,3.5,4.6,3.8,10.0,6.0,4.7,Moderate
22,Male,45,5.2,7.3,3.6,5.8,4.2,4.2,8.1,7.9,Severe
26,Female,51,7.7,6.6,1.0,7.4,6.3,4.9,9.4,8.7,Severe
28,Male,54,3.7,6.6,4.3,3.5,5.6,5.3,7.2,8.3,Severe
26,Male,47,5.3,2.4,2.8,7.2,4.6,5.1,5.5,0.5,Low
22,Female,55,8.9,5.8,6.0,4.1,8.5,6.3,10.0,10.0,Severe
27,Female,41,3.3,7.5,3.8,6.6,4.9,4.9,3.6,1.5,Low
26,Female,44,1.2,4.0,5.5,3.2,7.4,10.0,6.1,4.6,Moderate
22,Male,54,7.3,6.4,3.9,7.0,8.3,5.2,10.0,9.8,Severe
29,Male,51,2.7,5.8,3.7,1.6,4.9,3.4,6.7,7.0,High
23,Female,50,4.4,7.0,5.2,3.8,7.0,5.7,9.9,9.1,Severe
30,Male,46,5.4,5.0,9.3,6.4,6.8,2.0,8.7,6.1,High
29,Female,46,1.6,2.3,6.6,6.5,6.6,3.5,6.4,4.2,Moderate
29,Male,44,4.9,5.7,5.6,10.0,5.7,2.4,3.9,0.8,Low
29,Female,39,7.5,3.9,7.5,2.3,6.3,5.9,8.5,6.5,High
22,Male,46,3.2,4.5,4.7,3.3,6.4,6.9,4.4,4.1,Moderate
22,Male,44,6.3,4.5,5.9,5.8,6.5,10.0,10.0,8.0,Severe
30,Male,49,3.5,5.4,4.9,6.0,8.6,7.3,5.1,2.9,Low
29,Male,49,4.1,7.9,2.9,7.5,7.0,3.7,7.5,6.5,High
30,Female,41,6.5,4.3,5.6,9.0,4.8,8.7,6.1,2.4,Low
25,Male,46,6.0,6.3,3.4,3.4,8.1,8.5,7.3,4.4,Moderate
25,Male,58,8.6,5.3,5.7,4.8,6.5,6.3,10.0,10.0,Severe
22,Male,50,3.8,4.8,5.8,6.9,4.3,5.8,6.9,5.7,High
29,Male,55,4.2,5.4,6.6,4.8,8.8,8.4,9.2,9.9,Severe
25,Male,48,4.3,2.9,3.7,5.4,4.8,5.6,7.2,7.2,Severe
28,Female,43,5.8,6.8,2.2,3.9,8.5,6.4,8.9,4.1,Moderate
29,Male,39,0.9,5.4,6.5,5.7,9.1,6.7,4.8,2.0,Low
25,Female,43,4.5,7.9,6.7,7.1,7.9,4.5,6.7,3.3,Low
24,Male,52,6.1,3.4,3.8,1.0,6.0,4.6,10.0,9.2,Severe
28,Male,45,1.3,5.5,5.7,5.3,9.6,9.4,2.7,1.3,Low
22,Male,49,2.2,7.7,4.8,8.2,6.7,3.7,3.7,1.5,Low
30,Male,47,1.4,6.6,5.5,5.0,7.9,2.0,8.7,6.9,High
25,Female,41,2.8,3.8,10.0,5.7,7.9,2.2,5.4,1.3,Low
26,Non-binary,54,6.6,3.6,5.0,6.1,5.4,5.2,9.7,9.5,Severe
25,Male,45,5.3,6.8,1.5,6.7,2.9,5.0,6.7,7.5,Severe
22,Male,45,3.7,4.4,5.3,5.0,2.3,7.4,5.0,3.2,Low
30,Male,45,2.5,5.2,3.0,6.0,5.3,4.3,5.8,3.6,Moderate
25,Male,52,4.8,3.0,3.8,7.9,7.2,5.2,8.8,6.2,High
27,Male,37,4.5,7.4,6.7,6.1,8.5,6.6,6.7,2.1,Low
30,Female,49,3.4,5.6,5.2,5.4,8.0,6.0,7.3,4.6,Moderate
22,Female,36,4.6,5.4,9.0,1.6,4.7,5.9,8.2,6.3,High
22,Male,59,5.1,5.9,3.7,4.1,9.0,6.5,8.5,5.5,Moderate
22,Male,42,3.7,9.6,5.4,2.5,7.6,3.5,5.5,3.5,Low
27,Male,56,5.1,5.2,5.1,6.9,6.2,4.1,4.8,2.2,Low
27,Female,44,6.1,6.8,1.0,8.2,10.0,5.3,6.9,1.2,Low
29,Female,45,6.3,4.5,2.1,4.7,7.8,5.7,8.1,4.8,Moderate
24,Female,55,4.5,6.2,5.1,6.2,6.3,5.6,6.1,4.8,Moderate
25,Female,47,5.8,3.4,6.2,3.9,9.5,4.0,10.0,10.0,Severe
28,Male,49,3.9,7.0,5.6,6.6,7.4,6.0,7.3,6.5,High
22,Male,41,3.7,6.6,2.7,4.2,5.5,4.9,4.4,2.3,Low
25,Male,37,4.9,6.2,5.8,6.7,5.6,5.9,3.7,1.0,Low
22,Male,37,4.2,3.2,4.7,6.6,10.0,2.9,7.2,4.6,Moderate
30,Male,46,4.4,4.8,3.8,5.5,7.1,5.8,8.8,4.8,Moderate
30,Male,36,3.8,4.7,6.6,4.1,5.8,4.0,6.6,6.7,High
27,Male,48,5.9,6.2,3.8,2.6,5.3,5.1,8.8,9.3,Severe
22,Male,44,3.6,5.4,5.8,6.4,8.5,4.5,5.6,4.2,Moderate
30,Male,43,5.0,4.0,5.7,5.4,9.0,5.8,9.0,4.8,Moderate
22,Male,47,9.0,4.6,3.3,5.8,8.7,7.7,10.0,7.3,Severe
30,Non-binary,42,6.2,7.3,3.9,7.9,2.8,4.1,6.7,5.2,Moderate
27,Male,41,2.1,3.6,3.6,5.7,4.2,8.7,2.6,0.0,Low
30,Female,38,0.2,3.3,3.9,4.0,7.2,4.9,3.1,0.2,Low
27,Male,46,3.8,3.1,5.8,8.0,7.0,6.8,7.6,3.4,Low
25,Male,57,5.3,3.4,4.3,7.4,7.4,6.8,10.0,9.6,Severe
22,Male,40,3.6,3.6,2.8,6.9,5.8,4.8,4.9,2.2,Low
25,Non-binary,45,1.8,6.3,1.2,7.5,6.2,3.4,5.5,5.6,High
27,Female,47,4.7,6.8,6.2,4.8,5.9,3.0,5.3,4.1,Moderate
26,Male,49,1.7,5.9,1.4,1.7,7.2,6.2,6.5,7.5,Severe
22,Male,46,3.3,4.4,1.0,5.7,4.1,6.0,7.0,7.5,Severe
25,Male,47,4.6,7.6,5.3,1.7,6.8,5.1,7.5,6.2,High
29,Male,44,2.5,8.1,7.8,4.0,3.4,5.7,4.4,4.6,Moderate
24,Male,54,4.9,4.4,5.4,7.2,5.4,4.5,8.6,8.2,Severe
30,Male,56,4.9,7.2,2.8,5.6,5.2,5.7,6.0,4.0,Moderate
22,Male,46,3.3,3.8,7.2,2.1,7.7,6.4,9.5,9.6,Severe
24,Non-binary,46,2.2,7.6,3.7,8.0,5.7,6.8,6.3,6.1,High
28,Female,41,2.4,6.2,4.5,5.5,6.0,5.0,3.5,1.6,Low
26,Male,43,3.3,8.8,2.8,7.2,5.1,1.2,5.3,2.8,Low
22,Male,53,1.4,6.0,6.5,5.5,5.1,4.1,6.0,6.7,High
25,Male,42,2.0,4.7,4.0,6.9,5.6,2.4,4.8,3.1,Low
25,Male,45,6.0,6.2,8.4,7.5,5.2,5.9,6.7,6.6,High
30,Female,44,4.1,4.8,1.8,6.1,7.9,3.5,6.1,4.2,Moderate
22,Non-binary,52,5.0,5.5,6.0,2.6,6.9,6.8,9.1,10.0,Severe
28,Male,53,4.9,6.5,5.5,3.9,8.1,1.6,7.1,6.1,High
24,Male,50,0.3,6.6,5.8,5.2,6.0,8.1,4.7,3.9,Moderate
22,Non-binary,49,4.5,5.9,4.1,1.0,6.1,6.4,9.2,8.6,Severe
29,Male,45,1.8,3.7,6.8,6.0,5.0,7.5,4.8,0.4,Low
29,Male,43,1.7,4.8,7.2,4.2,5.6,5.6,7.2,6.0,High
26,Male,48,3.4,6.3,3.7,4.9,2.8,6.6,4.8,2.8,Low
23,Female,42,3.6,1.0,2.0,4.7,5.0,7.4,6.1,2.3,Low
26,Male,37,3.5,7.2,6.7,6.6,2.9,6.1,1.0,2.4,Low
28,Male,48,9.5,7.8,5.1,6.4,5.6,6.4,10.0,9.5,Severe
26,Male,50,1.3,8.4,7.1,5.3,7.7,5.2,6.3,6.6,High
29,Male,52,4.8,6.4,7.1,4.1,7.2,4.2,9.6,7.8,Severe
28,Female,47,2.6,5.9,1.0,3.5,5.0,3.5,4.3,4.1,Moderate
28,Female,47,4.6,7.7,6.6,5.4,7.2,7.1,10.0,8.7,Severe
30,Female,44,7.5,7.2,6.8,6.4,9.5,8.7,10.0,9.1,Severe
29,Male,53,10.5,4.5,2.2,6.2,6.1,7.3,10.0,10.0,Severe
25,Prefer not to say,46,7.3,8.3,6.3,4.6,8.0,5.5,8.0,8.0,Severe
30,Non-binary,45,2.0,4.7,2.9,3.4,8.8,4.0,6.2,4.4,Moderate
24,Male,46,2.7,8.9,3.4,3.5,6.9,6.2,5.7,4.3,Moderate
26,Male,39,3.1,3.7,3.3,1.0,7.0,10.0,6.7,4.3,Moderate
29,Male,45,1.1,5.9,4.0,6.1,9.1,5.7,3.3,1.7,Low
25,Male,50,8.3,4.5,6.0,6.3,3.7,6.2,8.3,5.2,Moderate
28,Male,51,6.6,6.7,4.6,3.0,2.4,10.0,5.7,4.8,Moderate
28,Female,50,3.0,3.0,4.3,6.6,9.1,7.1,7.3,3.9,Moderate
26,Female,52,2.6,3.0,1.4,4.3,6.6,4.4,6.9,7.9,Severe
27,Male,36,3.3,5.3,2.8,3.9,5.7,9.0,3.2,0.0,Low
28,Male,42,5.8,5.1,5.1,3.3,9.1,3.7,10.0,10.0,Severe
24,Non-binary,44,4.6,6.4,3.2,2.0,4.7,5.9,5.2,3.8,Moderate
29,Male,40,5.2,5.0,3.2,4.2,5.5,4.4,7.4,5.9,High
24,Male,39,1.2,3.3,4.0,4.6,3.4,5.9,6.0,5.0,Moderate
23,Male,45,7.2,3.1,5.0,6.6,9.0,6.2,8.8,3.8,Moderate
26,Male,51,2.8,4.1,6.6,4.2,5.0,4.0,8.2,4.3,Moderate
27,Male,42,3.1,3.5,4.9,6.8,6.8,7.2,6.2,6.9,High
22,Male,52,8.5,7.2,8.5,7.1,5.4,4.2,7.4,4.4,Moderate
28,Male,55,7.3,5.0,2.7,3.0,8.5,6.8,10.0,8.5,Severe
25,Male,48,2.2,8.5,3.4,5.6,4.8,5.5,4.7,1.8,Low
23,Male,45,2.5,7.5,8.6,5.6,7.7,6.0,5.4,3.6,Moderate
22,Male,52,3.2,7.2,4.4,8.4,6.0,5.0,6.0,3.8,Moderate
22,Male,44,5.3,3.7,3.3,2.2,6.4,7.9,8.3,5.4,Moderate
22,Male,48,4.7,5.2,6.4,4.0,6.9,8.1,5.3,3.9,Moderate
26,Prefer not to say,45,2.8,5.4,1.0,3.8,5.9,9.2,6.7,4.8,Moderate
22,Female,47,1.3,6.1,4.2,5.3,3.0,5.5,1.9,0.3,Low
24,Female,47,2.4,6.9,5.8,6.8,5.4,8.4,4.0,0.2,Low
29,Non-binary,47,3.6,6.2,3.8,1.4,7.9,3.2,9.2,10.0,Severe
26,Female,44,5.4,8.0,1.0,4.9,4.1,4.7,6.8,7.0,High
29,Female,52,6.4,5.6,2.7,7.7,6.2,3.1,7.9,5.7,High
22,Male,43,5.2,3.1,6.1,3.6,6.9,4.0,10.0,8.4,Severe
27,Female,36,3.3,3.0,8.3,5.3,9.3,6.9,5.6,2.6,Low
22,Male,52,6.5,4.7,5.5,2.7,6.3,10.0,9.0,5.7,High
28,Non-binary,52,4.5,5.2,4.8,6.8,8.1,2.7,9.6,7.2,Severe
22,Male,55,6.0,3.9,9.9,3.2,9.5,6.0,10.0,8.2,Severe
26,Male,46,4.4,5.8,1.0,4.5,5.6,5.9,9.3,9.1,Severe
22,Female,46,1.6,4.9,2.4,2.7,4.7,10.0,6.3,6.4,High
29,Male,40,5.1,4.1,3.4,8.6,4.4,3.8,5.5,0.3,Low
24,Male,45,3.3,4.6,6.1,5.7,8.6,8.2,8.7,7.4,Severe
26,Female,40,1.4,6.4,5.4,4.5,4.2,7.4,1.2,0.2,Low
28,Male,44,7.3,3.1,5.0,4.5,8.5,5.8,10.0,8.6,Severe
30,Female,36,4.9,7.9,4.2,5.1,3.9,3.2,7.2,6.0,High
23,Male,46,2.9,4.6,1.0,5.8,3.8,2.8,3.2,1.3,Low
26,Female,38,3.9,5.9,5.0,3.2,8.1,6.4,5.6,2.5,Low
29,Male,46,4.7,7.1,4.1,3.6,8.3,6.1,8.6,6.6,High
25,Male,35,6.0,9.7,4.5,5.5,9.9,3.2,4.9,1.0,Low
22,Male,45,3.9,5.2,4.6,6.0,8.0,8.5,5.9,3.1,Low
29,Male,47,3.9,6.1,3.9,6.7,5.1,7.4,5.8,4.9,Moderate
27,Male,53,6.7,7.5,5.1,6.5,3.8,5.2,9.4,7.2,Severe
22,Female,54,9.2,2.0,2.7,6.7,6.1,2.7,10.0,7.8,Severe
28,Male,56,7.1,6.1,4.8,6.1,6.7,6.4,10.0,9.7,Severe
28,Male,54,5.5,6.3,5.1,7.3,7.5,4.3,10.0,9.0,Severe
25,Male,51,7.0,4.7,3.3,6.0,10.0,6.4,9.3,5.9,High
30,Male,46,4.2,5.2,6.5,6.9,4.6,4.3,7.1,4.1,Moderate
23,Male,36,4.0,6.7,4.8,4.8,5.3,4.5,7.2,3.4,Low
22,Female,46,0.8,5.7,3.4,8.7,6.7,7.2,5.9,4.6,Moderate
25,Male,46,2.0,4.9,3.2,3.8,6.6,7.7,7.9,7.6,Severe
22,Male,47,1.7,6.6,4.3,7.8,6.6,4.6,2.1,0.0,Low
25,Female,53,3.2,3.9,3.5,6.3,8.3,5.6,10.0,8.9,Severe
25,Female,43,2.3,6.5,2.9,5.8,7.0,3.7,2.8,0.2,Low
22,Female,48,1.6,3.5,5.3,4.6,3.5,8.0,3.1,2.5,Low
24,Male,45,3.9,3.9,4.7,4.2,3.8,7.0,7.3,6.0,High
29,Male,44,2.6,4.6,2.3,7.9,9.8,6.6,4.8,2.6,Low
22,Male,48,5.2,7.3,6.1,6.4,7.0,3.2,8.4,4.9,Moderate
25,Female,57,3.7,1.3,2.8,4.4,6.3,8.0,7.8,5.8,High
22,Male,47,5.2,7.7,3.0,4.3,5.8,4.6,2.7,0.2,Low
22,Female,50,3.8,8.8,3.9,6.1,6.0,10.0,6.5,6.6,High
27,Male,41,3.2,2.4,2.7,3.9,7.3,7.9,8.4,4.1,Moderate
29,Male,48,1.3,5.5,5.2,5.4,8.1,8.0,6.1,4.6,Moderate
24,Male,44,3.1,5.8,7.6,4.8,3.2,7.3,6.7,6.8,High
26,Female,45,2.7,5.3,3.2,5.4,7.8,5.4,5.4,3.3,Low
23,Male,56,5.4,4.7,5.5,5.2,7.3,2.1,10.0,9.9,Severe
28,Male,43,1.8,6.2,1.0,4.6,4.9,6.1,1.2,0.0,Low
29,Male,47,7.1,4.1,3.1,2.9,5.3,7.0,9.6,6.7,High
28,Male,35,0.6,2.2,5.2,3.6,7.8,2.9,6.2,3.5,Low
24,Female,59,5.3,2.0,5.0,6.9,4.3,5.3,10.0,10.0,Severe
22,Male,55,5.4,1.7,6.9,3.0,5.4,5.6,10.0,10.0,Severe
22,Male,45,6.8,5.9,10.0,9.1,7.1,6.9,8.3,7.3,Severe
22,Female,48,3.9,8.3,3.4,5.1,4.9,6.1,7.9,7.4,Severe
23,Male,52,7.2,4.4,3.2,3.0,6.9,7.8,10.0,8.2,Severe
22,Female,52,4.1,4.4,8.6,9.2,4.7,4.1,7.5,8.1,Severe
26,Female,44,4.3,1.0,6.2,6.6,7.2,5.6,8.5,4.6,Moderate
24,Male,42,7.1,3.8,6.2,6.5,5.9,5.3,8.9,7.8,Severe
22,Male,45,4.9,8.2,6.1,4.6,5.0,3.5,7.1,7.2,Severe
29,Male,46,1.8,8.6,4.0,5.5,6.0,8.1,6.2,7.4,Severe
22,Male,44,2.4,4.5,1.9,5.6,5.5,6.5,3.4,1.2,Low
22,Male,54,3.0,7.7,3.8,6.3,7.2,5.5,9.8,9.1,Severe
28,Male,53,4.4,8.0,7.6,5.0,7.0,4.1,7.8,5.6,High
23,Female,40,7.1,2.6,7.6,2.4,6.9,6.2,10.0,10.0,Severe
22,Male,53,2.0,7.5,2.6,7.9,7.4,4.5,5.8,3.6,Moderate
28,Male,39,2.1,4.4,4.7,5.5,2.9,4.1,5.3,5.4,Moderate
30,Male,41,5.9,4.9,7.0,4.0,8.2,8.0,8.6,6.7,High
27,Male,49,1.3,6.8,5.1,4.7,8.6,4.3,3.8,2.7,Low
22,Female,47,8.0,2.8,4.4,3.8,4.3,7.6,8.0,5.4,Moderate
29,Male,57,1.8,4.5,8.7,2.4,3.0,9.2,6.2,2.8,Low
30,Male,61,4.3,3.2,3.0,3.7,6.0,8.4,10.0,10.0,Severe
27,Female,42,3.7,6.8,5.2,5.9,5.4,6.4,5.5,3.9,Moderate
30,Female,51,5.9,6.8,4.1,3.1,9.9,5.8,10.0,10.0,Severe
27,Male,42,5.8,4.3,5.4,4.6,5.4,6.0,6.2,4.8,Moderate
27,Non-binary,45,7.5,1.8,8.5,1.9,8.4,4.5,10.0,10.0,Severe
23,Female,52,3.7,7.3,2.3,2.9,9.1,3.1,9.0,8.7,Severe
27,Non-binary,43,2.0,6.6,2.4,6.7,2.6,9.9,2.5,1.0,Low
22,Male,47,3.9,5.4,2.8,8.3,4.9,4.6,5.6,4.4,Moderate
28,Male,39,1.5,4.8,4.6,5.7,3.1,3.2,3.3,1.6,Low
26,Male,40,3.8,3.0,2.2,7.5,7.6,2.4,5.8,1.2,Low
27,Male,46,3.2,6.7,3.4,1.0,7.3,4.3,8.1,7.9,Severe
24,Male,47,6.6,5.4,4.5,5.7,4.6,7.7,6.9,4.9,Moderate
24,Male,38,4.8,1.0,7.3,8.5,4.9,4.0,5.4,0.4,Low
24,Female,45,6.0,6.1,4.0,8.4,5.6,5.3,6.7,5.9,High
24,Male,47,2.1,3.7,4.9,5.2,5.8,4.8,8.8,8.8,Severe
22,Female,47,5.4,6.2,4.8,4.2,5.2,8.0,9.2,10.0,Severe
30,Non-binary,43,2.1,9.0,8.8,6.1,5.3,2.3,7.1,6.1,High
29,Male,43,7.3,3.9,8.7,7.8,6.0,6.2,8.2,6.3,High
22,Male,35,2.6,5.2,5.6,5.0,5.0,4.7,6.5,4.6,Moderate
28,Non-binary,45,2.9,6.5,4.5,4.4,6.0,1.7,5.7,4.0,Moderate
27,Female,41,6.8,3.2,7.0,5.4,7.4,5.9,8.5,5.5,Moderate
29,Male,46,5.2,2.7,6.9,7.9,6.3,7.8,7.0,4.3,Moderate
23,Female,51,0.7,4.9,3.8,4.7,6.8,7.0,5.9,4.5,Moderate
30,Male,42,0.6,3.6,3.1,5.1,4.3,3.3,6.0,5.3,Moderate
27,Male,46,5.2,6.0,4.1,2.5,4.4,4.9,7.0,7.5,Severe
25,Male,39,5.7,7.9,6.8,5.2,6.3,2.2,7.7,7.5,Severe
27,Male,52,5.8,4.4,3.3,7.3,7.6,5.9,10.0,9.4,Severe
30,Male,52,7.0,3.4,2.5,7.9,6.5,7.0,10.0,10.0,Severe
28,Male,50,2.3,5.3,6.7,6.5,6.1,5.7,6.1,4.7,Moderate
27,Male,42,4.0,6.7,4.5,6.6,6.9,8.6,5.4,1.5,Low
29,Male,43,5.6,4.9,6.6,7.5,5.4,3.6,5.0,2.1,Low
22,Male,35,3.8,4.4,2.8,2.1,7.9,6.9,6.5,2.5,Low
23,Non-binary,46,3.7,4.6,5.0,4.6,4.5,7.4,8.8,7.6,Severe
24,Male,38,4.5,5.2,6.8,4.3,6.2,7.0,7.8,4.1,Moderate
29,Male,41,0.0,6.6,3.2,4.0,7.0,6.7,5.1,3.6,Moderate
28,Male,50,7.2,6.0,3.0,6.2,7.0,7.6,10.0,10.0,Severe
29,Male,46,4.7,9.1,5.5,5.1,5.7,5.3,3.4,2.3,Low
23,Male,47,1.0,5.5,5.8,5.9,7.1,3.4,8.0,7.3,Severe
27,Female,46,3.2,6.3,2.4,7.4,6.3,6.7,8.6,6.6,High
22,Female,38,0.6,3.4,3.9,4.1,9.7,8.8,6.1,0.8,Low
30,Non-binary,57,6.3,8.8,6.1,4.3,10.0,5.0,10.0,10.0,Severe
25,Female,39,2.5,7.5,5.5,5.9,3.8,5.2,4.0,3.5,Low
30,Male,39,4.1,5.0,4.6,7.2,5.0,9.6,4.0,1.2,Low
25,Female,46,5.3,5.0,5.3,5.8,4.2,6.4,6.6,6.2,High
27,Female,51,2.4,5.3,6.0,4.9,2.0,7.3,2.3,1.0,Low
29,Male,45,4.5,6.3,5.1,4.7,7.0,3.5,5.3,2.3,Low
24,Male,37,7.8,2.2,7.3,6.1,6.1,3.9,10.0,6.7,High
23,Male,43,2.7,4.5,5.3,4.1,3.3,7.5,4.3,3.2,Low
22,Male,42,3.5,8.2,3.6,7.2,5.8,5.1,4.3,2.1,Low
23,Female,43,2.2,3.9,2.0,3.3,6.7,6.5,4.1,2.2,Low
22,Male,52,0.7,6.2,4.7,5.7,7.5,7.6,5.9,5.0,Moderate
29,Female,47,3.9,3.3,6.4,2.9,4.7,6.5,4.5,2.2,Low
28,Male,47,6.7,6.0,6.6,5.0,6.2,6.4,8.7,8.1,Severe
23,Male,45,2.4,3.4,5.7,5.2,8.6,3.9,4.5,1.4,Low
25,Male,52,2.4,8.0,5.7,5.2,10.0,10.0,6.6,5.8,High
26,Male,42,3.6,4.3,4.0,5.1,6.4,5.1,6.4,2.4,Low
22,Female,49,3.4,5.2,2.2,2.1,8.9,5.2,8.8,5.3,Moderate
23,Male,47,5.1,5.9,1.4,5.2,5.9,1.2,7.4,4.5,Moderate
29,Male,43,3.0,3.8,2.5,8.0,7.3,3.4,8.1,6.4,High
30,Male,55,3.9,3.6,3.4,5.2,7.7,6.8,8.4,8.7,Severe
22,Male,50,2.4,3.5,5.0,7.3,2.5,4.0,3.8,3.4,Low
28,Male,42,3.5,5.8,4.5,6.6,7.0,5.9,7.1,5.0,Moderate
22,Male,46,3.2,10.0,5.1,5.9,7.2,2.3,3.6,1.2,Low
26,Female,42,2.0,4.6,3.5,5.8,6.3,5.2,5.2,3.8,Moderate
25,Male,48,2.7,2.3,3.3,2.5,4.8,6.3,5.9,4.6,Moderate
22,Female,50,6.1,4.1,3.2,4.7,9.6,5.1,10.0,10.0,Severe
30,Female,50,1.8,5.8,6.7,5.1,9.3,4.9,4.2,2.8,Low
22,Male,48,6.3,5.6,7.2,5.7,5.4,2.9,8.1,7.1,Severe
22,Male,53,3.3,2.9,3.6,9.0,7.4,4.3,8.8,6.8,High
26,Male,48,5.0,7.7,6.5,10.0,6.9,5.8,5.0,1.7,Low
30,Female,52,6.1,5.1,6.0,5.0,6.9,4.9,10.0,10.0,Severe
27,Male,53,7.9,7.1,1.9,7.7,2.2,7.6,7.3,5.2,Moderate
27,Female,46,5.7,4.6,5.3,8.0,3.7,6.7,6.3,4.1,Moderate
25,Male,47,3.5,5.5,1.9,2.7,7.9,2.8,8.2,7.5,Severe
30,Female,45,5.1,5.4,3.8,2.9,5.5,5.5,10.0,9.9,Severe
22,Female,45,1.6,2.2,7.6,5.2,3.0,5.2,2.8,0.2,Low
23,Female,50,0.3,6.2,4.8,8.7,10.0,9.5,6.0,4.2,Moderate
22,Male,48,6.1,3.6,2.9,6.6,9.4,3.7,9.5,4.5,Moderate
30,Male,53,1.4,6.2,5.7,5.4,8.6,5.0,5.8,5.5,Moderate
28,Male,46,3.2,7.0,3.7,4.9,7.6,7.4,6.0,6.2,High
22,Male,41,4.6,3.4,6.8,6.5,6.3,5.0,8.8,7.1,Severe
23,Male,38,4.7,6.6,7.1,6.7,8.4,6.2,9.1,7.3,Severe
30,Male,47,4.4,3.3,7.7,4.9,2.8,5.2,6.6,6.3,High
28,Male,48,9.1,4.3,4.5,6.6,6.4,5.9,10.0,9.1,Severe
22,Male,38,4.7,7.1,6.6,4.3,8.5,2.9,6.5,4.9,Moderate
22,Male,51,4.4,5.0,6.5,4.5,9.2,6.5,10.0,10.0,Severe
22,Female,48,2.6,4.6,1.2,5.9,8.7,8.0,8.1,6.2,High
24,Male,53,3.0,7.0,7.1,8.7,5.6,4.2,5.8,4.5,Moderate
22,Male,51,1.7,6.6,4.9,5.1,5.5,2.2,5.0,4.8,Moderate
24,Male,47,6.7,4.7,6.4,2.4,6.0,4.8,7.8,6.6,High
29,Male,44,1.8,7.2,1.7,5.7,6.1,4.7,5.9,4.3,Moderate
22,Male,49,5.2,5.4,5.2,5.3,8.0,7.1,8.7,8.4,Severe
30,Male,56,8.5,3.5,7.7,6.4,5.5,6.9,10.0,8.7,Severe
23,Male,49,5.7,4.5,6.3,9.3,9.4,5.4,10.0,6.9,High
22,Male,50,5.4,4.8,3.5,4.4,6.3,4.2,8.2,7.1,Severe
22,Male,50,6.6,5.4,6.8,2.8,6.4,5.8,9.0,6.8,High
22,Female,40,0.0,6.5,5.0,6.1,8.0,4.8,3.1,0.2,Low
23,Female,43,2.7,5.0,1.0,8.2,5.4,8.8,4.4,0.2,Low
26,Female,40,1.7,6.0,5.7,4.6,4.9,7.7,1.7,0.5,Low
25,Male,51,2.9,7.1,4.8,3.9,6.6,9.2,6.2,4.6,Moderate
22,Female,51,2.6,2.9,6.3,5.7,7.8,4.7,10.0,9.8,Severe
30,Male,47,2.5,1.2,9.4,2.8,5.1,5.3,8.3,8.1,Severe
28,Male,46,7.6,3.8,6.3,7.9,5.8,3.3,9.7,6.3,High
24,Female,50,5.9,5.7,6.8,3.8,3.3,5.6,9.3,7.7,Severe
23,Female,44,4.8,7.7,6.0,7.0,9.6,6.6,5.3,2.8,Low
22,Female,49,5.1,5.0,5.9,7.0,6.1,6.9,9.6,8.3,Severe
22,Female,42,3.9,5.9,2.7,2.7,6.7,5.2,7.0,4.7,Moderate
26,Female,55,5.6,5.7,3.1,2.1,6.9,5.9,10.0,10.0,Severe
24,Male,43,3.6,3.8,6.0,5.6,4.8,7.0,5.6,4.4,Moderate
29,Female,38,1.9,4.7,5.5,8.2,5.3,3.4,3.1,1.0,Low
24,Male,53,4.8,6.4,6.6,6.3,7.3,8.3,8.1,6.3,High
24,Male,50,5.1,4.4,2.6,5.9,9.5,7.2,9.9,7.4,Severe
27,Male,49,7.4,4.8,1.0,5.4,4.5,5.7,9.2,6.5,High
27,Male,50,6.1,5.6,4.0,3.7,5.5,5.6,8.8,5.8,High
22,Male,49,5.9,4.5,4.3,5.7,3.8,8.5,8.6,4.1,Moderate
27,Male,54,6.5,4.2,6.3,5.1,5.6,6.7,9.6,10.0,Severe
24,Male,52,2.0,4.0,2.9,6.5,4.4,5.6,8.3,7.3,Severe
24,Male,39,5.3,5.2,1.3,6.8,6.6,3.6,6.9,2.8,Low
22,Male,50,5.7,5.1,5.7,5.6,5.3,4.1,8.6,6.9,High
28,Male,38,2.3,8.3,5.4,6.6,6.3,6.5,4.2,3.8,Moderate
27,Male,47,4.0,6.8,4.5,6.0,6.4,4.6,8.4,6.3,High
22,Female,44,2.9,1.8,4.9,6.6,7.8,5.2,7.6,3.8,Moderate
26,Male,49,3.4,6.8,6.6,6.3,8.1,5.0,9.4,9.1,Severe
28,Female,42,3.1,4.3,5.7,5.9,8.2,4.2,6.5,2.6,Low
26,Female,48,3.3,5.1,2.2,6.0,3.5,3.7,5.4,6.4,High
23,Female,37,2.7,3.4,4.9,4.0,4.6,7.7,6.1,3.6,Moderate
22,Male,48,5.7,6.0,4.3,8.6,6.5,4.3,10.0,7.8,Severe
29,Male,45,0.9,6.8,6.8,4.8,5.8,8.2,3.7,2.0,Low
27,Male,39,1.1,2.5,5.0,6.7,8.7,4.6,4.4,2.1,Low
